,hotel_id,hotel_name,hotel_stars,address,cat_location,cat_cleaniness,cat_staff,cat_comfort,cat_value_for_money,cat_facilities,room_types,image_links,roomtypes_clean,25percentile,50percentile,75percentile
34,holiday-inn-express-singapore-orchard-road,"Holiday Inn Express Singapore Orchard Road, an IHG Hotel",4,"20 Bideford Road, Orchard, 229921 Singapore, Singapore",8.7,9.5,9.0,8.6,8.2,8.0,"{'Standard Queen or Twin Room': ['S$\xa0384', 'S$\xa0404'], 'Standard Queen Room': ['S$\xa0384', 'S$\xa0404'], 'Single Room - Disability Access': ['S$\xa0384', 'S$\xa0404'], 'Standard Twin Room': ['S$\xa0406', 'S$\xa0428'], 'Queen Room with Sofa Bed - Non-Smoking': ['S$\xa0451', 'S$\xa0475'], 'Twin Room with Sofa Bed - Non-Smoking': ['S$\xa0463', 'S$\xa0487']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/254176548.jpg?k=dbaf00c33a359750ce1b0b99366a1c09966444755e6dd52367d0ea25dfb9db89&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/270374380.jpg?k=ec520c3413daef95c5e7cfdd543d85d43db7152f696cd2e023a98b164e19fc37&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/256089409.jpg?k=e450099c6d02983e0746afaa34fbd0b119cfe09d4a3c8e8a090b82bf35632a51&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/340826416.jpg?k=6c24b6726d373efa93f7b170feab44609b091d929365e4312f447440c18b16d5&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/254176551.jpg?k=03c15203a772f42e1f94aa5818f58017847ec8af55bd136c98094f276dca1028&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/276262811.jpg?k=36b8f8dbd36705d564d79513b7154f25d216d021dfb49eaa4089a8287c5942c6&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/268955911.jpg?k=8619c1730768fa0886f89f7f7d6118b4a2536969e46f57e07e95fea52af794f8&o=&hp=1']","{'Standard Queen or Twin Room': ['384', '404'], 'Standard Queen Room': ['384', '404'], 'Single Room - Disability Access': ['384', '404'], 'Standard Twin Room': ['406', '428'], 'Queen Room with Sofa Bed - Non-Smoking': ['451', '475'], 'Twin Room with Sofa Bed - Non-Smoking': ['463', '487']}",399.0,405.0,454.0
35,holiday-inn-atrium,"Holiday Inn Singapore Atrium, an IHG Hotel",4,"317 Outram Road, Robertson Quay, 169075 Singapore, Singapore",8.4,8.8,8.8,8.7,7.9,7.6,"{'1 Double 1 Single Bed Standard City View': ['S$\xa0271', 'S$\xa0285', 'S$\xa0312', 'S$\xa0327', 'S$\xa0330', 'S$\xa0345', 'S$\xa0402', 'S$\xa0416', 'S$\xa0493', 'S$\xa0636'], '1 Queen Standard City View': ['S$\xa0271', 'S$\xa0285', 'S$\xa0312', 'S$\xa0327', 'S$\xa0330', 'S$\xa0345', 'S$\xa0402', 'S$\xa0416', 'S$\xa0493', 'S$\xa0636'], '1 Double 1 Single Standard Smoking': ['S$\xa0271', 'S$\xa0285', 'S$\xa0312', 'S$\xa0327', 'S$\xa0330', 'S$\xa0345', 'S$\xa0402', 'S$\xa0416', 'S$\xa0493', 'S$\xa0636'], '1 King Bed Standard Smoking City View': ['S$\xa0271', 'S$\xa0285', 'S$\xa0312', 'S$\xa0327', 'S$\xa0330', 'S$\xa0345', 'S$\xa0402', 'S$\xa0416', 'S$\xa0493', 'S$\xa0636'], '1 Queen Bed Standard Smoking City View': ['S$\xa0271', 'S$\xa0285', 'S$\xa0312', 'S$\xa0327', 'S$\xa0330', 'S$\xa0345', 'S$\xa0402', 'S$\xa0416', 'S$\xa0493', 'S$\xa0636'], 'Premium Room': ['S$\xa0271', 'S$\xa0285', 'S$\xa0312', 'S$\xa0327', 'S$\xa0493'], '1 King Standard City View': ['S$\xa0271', 'S$\xa0285', 'S$\xa0312', 'S$\xa0327', 'S$\xa0330', 'S$\xa0345', 'S$\xa0402', 'S$\xa0416', 'S$\xa0493', 'S$\xa0636'], '1 King Bed Standard City View ': ['S$\xa0350', 'S$\xa0368', 'S$\xa0409', 'S$\xa0428'], '1 Queen Bed Standard City view': ['S$\xa0350', 'S$\xa0368', 'S$\xa0409', 'S$\xa0428'], '1 Double 1 Single Standard City View': ['S$\xa0350', 'S$\xa0368', 'S$\xa0391', 'S$\xa0409', 'S$\xa0428', 'S$\xa0481']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/247337201.jpg?k=6f44d78e9578f87853e15584400270f88213ecce913eab460bb3aa4437116bad&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/240887198.jpg?k=5356373f333439200332556f254a382e72f28c676b6482a8123728ef4fb12c8f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/286020790.jpg?k=2079d039b37b52567a7a023338d3e677d7366ece780fa3112a205c7726a256f5&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/348204817.jpg?k=2a51d7c47de7775547d2a0e2bb191a66be39849d3dedb83ebb976d2960d92d9e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/245756678.jpg?k=f4aad644602aca458d310578898661109d3ffc6636077840eb0c9d7e8d04811b&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/255311096.jpg?k=ec8d5b1c9aade67f91a0ff1a2454aac9d2dcd4109a4885cfe7a57889d6645e32&o=&hp=1']","{'1 Double 1 Single Bed Standard City View': ['271', '285', '312', '327', '330', '345', '402', '416', '493', '636'], '1 Queen Standard City View': ['271', '285', '312', '327', '330', '345', '402', '416', '493', '636'], '1 Double 1 Single Standard Smoking': ['271', '285', '312', '327', '330', '345', '402', '416', '493', '636'], '1 King Bed Standard Smoking City View': ['271', '285', '312', '327', '330', '345', '402', '416', '493', '636'], '1 Queen Bed Standard Smoking City View': ['271', '285', '312', '327', '330', '345', '402', '416', '493', '636'], 'Premium Room': ['271', '285', '312', '327', '493'], '1 King Standard City View': ['271', '285', '312', '327', '330', '345', '402', '416', '493', '636'], '1 King Bed Standard City View ': ['350', '368', '409', '428'], '1 Queen Bed Standard City view': ['350', '368', '409', '428'], '1 Double 1 Single Standard City View': ['350', '368', '391', '409', '428', '481']}",312.0,345.0,416.0
36,kinn-singapore,KINN Capsule Hotel,2,"39 South Bridge Road, Boat Quay, 058673 Singapore, Singapore",8.9,9.4,9.0,8.8,9.5,8.6,"{'Single Capsule in 12-Capsule Mix Room (Ground Floor)': ['S$\xa071'], 'Single Capsule in 10-Capsule Male-Only Room': ['S$\xa080'], 'Single Capsule in 10-Capsule Mix Room': ['S$\xa080'], 'Single Capsule in 10-Capsule Female-Only Room': ['S$\xa080']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/294909787.jpg?k=a6758de24b80c279039e78b96ef49e325d247c0659c3a7676d5fe8c7923d54ee&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/294909835.jpg?k=aaffd5cef9429705e419380787a01f37c7c098149a2156cf6f945b53f87fd834&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/294909799.jpg?k=8ca0dd92aafbd7fce035e98730ac769704dcbee9a64a5b93f7d927a68a3d0625&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/294910240.jpg?k=a0740aab4795ee959c48e931f7bf1f2053c05a8381af006c40db4b3c9d0c3de3&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/294906924.jpg?k=a9784bc25ac165489cdcc1d26fdeae185dc7168ce279286677e6b31d7c694632&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/294910283.jpg?k=da746fca24736a9da79f3925c517d3d8a04aa7f12d5ea6bd6c5ad0ae3111aec2&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/343895090.jpg?k=db396550260dec4be8bd0fc5b97f312c6df9f2d74f339f2aea0d4c94dd1e5401&o=&hp=1']","{'Single Capsule in 12-Capsule Mix Room (Ground Floor)': ['71'], 'Single Capsule in 10-Capsule Male-Only Room': ['80'], 'Single Capsule in 10-Capsule Mix Room': ['80'], 'Single Capsule in 10-Capsule Female-Only Room': ['80']}",77.75,80.0,80.0
37,fragrance,Ibis Budget Singapore Joo Chiat,2,"219 Joo Chiat Road, Katong, 427485 Singapore, Singapore",7.5,8.2,8.1,7.8,7.9,7.9,"{'Standard Double Room (No Window)': ['S$\xa092', 'S$\xa0108'], 'Standard Twin Room (No Window)': ['S$\xa092', 'S$\xa0108'], 'Superior Double Room': ['S$\xa098', 'S$\xa0114'], 'Superior Twin Room': ['S$\xa098', 'S$\xa0114'], 'Superior Triple Room': ['S$\xa0138', 'S$\xa0162'], 'Superior Queen Room with Two Queen Beds': ['S$\xa0189', 'S$\xa0221']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/387332514.jpg?k=90fe00b1f83c01cee96cf1bac52231355078122e8b73eefd418f66be6e3858bf&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/387332512.jpg?k=bb7221875fa36091fe58ef1a88ef8dcc002ba11f65d6d7f1eac9ca7501592223&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/387332522.jpg?k=59754589f95eaf25fe2b396fea1a22a459629421169fbf489947deac0005d82d&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/387332541.jpg?k=2fe913fcb6ccb26774da5cb9b93d07e138c9cd3798d4fb04bb2f81dce3dac815&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/246409854.jpg?k=8e73cf73afca1a0e8893441e3c6e1fa10b1e4f47d744651df0996cbe933a6354&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/263322260.jpg?k=c3e2de921b374b5854bc5aaa10f4e6dd6516125d2aacc8c4206ba367d97a6ca8&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/227534308.jpg?k=143fecf5e189432861936becef7a2a2a27c7d8bedaba44a9dba211e90d071207&o=&hp=1']","{'Standard Double Room (No Window)': ['92', '108'], 'Standard Twin Room (No Window)': ['92', '108'], 'Superior Double Room': ['98', '114'], 'Superior Twin Room': ['98', '114'], 'Superior Triple Room': ['138', '162'], 'Superior Queen Room with Two Queen Beds': ['189', '221']}",98.0,111.0,144.0
38,grandmercureroxy,Grand Mercure Singapore Roxy,4,"50 East Coast Road, Roxy Square, Katong, 428769 Singapore, Singapore",8.4,8.3,8.8,8.4,8.1,8.1,"{'Superior Double Room': ['S$\xa0208', 'S$\xa0232', 'S$\xa0267', 'S$\xa0244', 'S$\xa0255', 'S$\xa0291'], 'Superior Twin Room': ['S$\xa0232', 'S$\xa0267', 'S$\xa0208', 'S$\xa0244', 'S$\xa0255', 'S$\xa0291'], 'Deluxe Double Room': ['S$\xa0255', 'S$\xa0291', 'S$\xa0232', 'S$\xa0267', 'S$\xa0279', 'S$\xa0315'], 'Deluxe Twin Room': ['S$\xa0255', 'S$\xa0291', 'S$\xa0232', 'S$\xa0267', 'S$\xa0279', 'S$\xa0315'], 'Deluxe Double Room with Ocean View': ['S$\xa0279', 'S$\xa0315', 'S$\xa0255', 'S$\xa0291', 'S$\xa0303', 'S$\xa0339'], 'Executive Double Room': ['S$\xa0327', 'S$\xa0362', 'S$\xa0350', 'S$\xa0386'], 'Executive Room with 2 single beds': ['S$\xa0327', 'S$\xa0362', 'S$\xa0350', 'S$\xa0386'], 'Business Suite': ['S$\xa0374', 'S$\xa0410', 'S$\xa0398', 'S$\xa0434']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/252170627.jpg?k=d2efa19ab3c4583d5b7e15e27ed3c1588359cb3d12ce5c9ec248048a601ac9b9&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/21438140.jpg?k=848b50e29f152749e0dd8520a7648bd1ed2392008267abe144974837507cbd2a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/53767568.jpg?k=1242ead051b367dddf5be075886594ffa5ccb184445c51beb8d2ee19d64a1b83&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/25873767.jpg?k=adb56e74ab4acff38becc98d1eb5698efb03d80641afb94a5884c44a37bef941&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/21438784.jpg?k=a609674b707c5d7a3bd2c1041b38198cf0f4d76e473b6ac298c26dd581e6b419&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/25873793.jpg?k=8ce156e1e1f1243ae1dcd0f06f41e1734604834fd1176534a8aafcabfe7a22c4&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/25873773.jpg?k=979b5d9712f46b84984f921f695d950897ac2d5f049058eb41c80625684ecb12&o=&hp=1']","{'Superior Double Room': ['208', '232', '267', '244', '255', '291'], 'Superior Twin Room': ['232', '267', '208', '244', '255', '291'], 'Deluxe Double Room': ['255', '291', '232', '267', '279', '315'], 'Deluxe Twin Room': ['255', '291', '232', '267', '279', '315'], 'Deluxe Double Room with Ocean View': ['279', '315', '255', '291', '303', '339'], 'Executive Double Room': ['327', '362', '350', '386'], 'Executive Room with 2 single beds': ['327', '362', '350', '386'], 'Business Suite': ['374', '410', '398', '434']}",255.0,291.0,336.0
39,fairmont-singapore,Fairmont Singapore,5,"80 Bras Basah Road, City Hall, 189560  Singapore, Singapore",9.4,9.0,9.1,9.0,8.1,8.6,"{'Fairmont Double Room': ['S$\xa0451', 'S$\xa0480', 'S$\xa0510', 'S$\xa0564', 'S$\xa0526', 'S$\xa0615', 'S$\xa0658'], 'Fairmont King Room': ['S$\xa0480', 'S$\xa0451', 'S$\xa0510', 'S$\xa0564'], 'Deluxe King Room': ['S$\xa0528', 'S$\xa0498', 'S$\xa0557', 'S$\xa0623'], 'Deluxe Double Room with Two Double Beds': ['S$\xa0528', 'S$\xa0498', 'S$\xa0557', 'S$\xa0623', 'S$\xa0573', 'S$\xa0662', 'S$\xa0717'], 'Deluxe Harbour King Room': ['S$\xa0546', 'S$\xa0517', 'S$\xa0576', 'S$\xa0646'], 'Signature King Salon Suite': ['S$\xa0622', 'S$\xa0592', 'S$\xa0651', 'S$\xa0740', 'S$\xa0668', 'S$\xa0756', 'S$\xa0834'], 'Signature King Suite': ['S$\xa0622', 'S$\xa0592', 'S$\xa0651', 'S$\xa0740', 'S$\xa0668', 'S$\xa0756', 'S$\xa0834'], 'Fairmont Gold King Room': ['S$\xa0639', 'S$\xa0799', 'S$\xa0715', 'S$\xa0893'], 'Signature Gold King Suite': ['S$\xa0639', 'S$\xa0799', 'S$\xa0715', 'S$\xa0893'], 'Fairmont Gold Harbour King Room': ['S$\xa0677', 'S$\xa0846'], 'Ambassador King Suite': ['S$\xa01,364', 'S$\xa01,458']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/269577857.jpg?k=bf76b5e8ccdbf19a1008c46763adf3481cc37f12feec407885ab3b3d2d657a88&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/28712057.jpg?k=7d507f4fc13bbc7685ff99eb34e54fe0cf5bc83b55afc4e4ffdcc798a14f91f9&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/229835271.jpg?k=e2c15a344e71a936577adc5c301abb72f0effb068964411c7c1dffe4dd139a69&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/367361410.jpg?k=424c3b1bcd1d9b194b1b035db6447d44a32c70058e40305f6e7ea14da8df9721&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/31314176.jpg?k=db6a5cae7e7e675d4f5005647dfe7577be5503c846eeadfdf2e0b8a78b9c260c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/367361387.jpg?k=096e878bc60d354c5188f854479998defa728c6e64701270c721c95d5507648c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/28712053.jpg?k=1d810a9d3c1f2488de46bfa969f218e24c40cd97d9e73a3dc8fac99a06fd2d15&o=&hp=1']","{'Fairmont Double Room': ['451', '480', '510', '564', '526', '615', '658'], 'Fairmont King Room': ['480', '451', '510', '564'], 'Deluxe King Room': ['528', '498', '557', '623'], 'Deluxe Double Room with Two Double Beds': ['528', '498', '557', '623', '573', '662', '717'], 'Deluxe Harbour King Room': ['546', '517', '576', '646'], 'Signature King Salon Suite': ['622', '592', '651', '740', '668', '756', '834'], 'Signature King Suite': ['622', '592', '651', '740', '668', '756', '834'], 'Fairmont Gold King Room': ['639', '799', '715', '893'], 'Signature Gold King Suite': ['639', '799', '715', '893'], 'Fairmont Gold Harbour King Room': ['677', '846'], 'Ambassador King Suite': ['1,364', '1,458']}",554.25,631.0,722.75
40,galaxy-pods-chinatown,Galaxy Pods @ Chinatown,2,"27 Mosque Street, Chinatown, 059505 Singapore, Singapore",9.0,8.5,7.9,7.5,7.4,7.5,"{'Single Capsule': ['S$\xa043', 'S$\xa045'], 'Double Capsule': ['S$\xa092', 'S$\xa097'], 'Deluxe Double Room': ['S$\xa097'], 'Family Room with Shared Bathroom': ['S$\xa0224', 'S$\xa0235']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/132778202.jpg?k=f3600c89d99b91eed03fb8f3afee6c25bd81278e7e436d0f2c501bfd9f01e600&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/213436698.jpg?k=090ad78432961b7f02ec68c1911af7c242e6fc913a5ee756b62f67c1dd78e9e3&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/376003794.jpg?k=92955b169b654d62912883477a61ecf34e34a15c8d15fed7c016ca4546d6a20b&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/119366845.jpg?k=74bb4cd97028289c4642a883f572923327040c479b70dfb7bf630868009aa80d&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/178081054.jpg?k=9ee3ae27061901b6d9248ee1ff88d3099b7acbd975483b50016f39b20253ea35&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/119367212.jpg?k=0ea77a7e59bb73ec8b08cbd0987fd6633d12c130447aa2324f4f5fe27163e09b&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/376003802.jpg?k=a7cc6abc7c48e8f0d3de915972e42773b8a71a7414406a882ba36f88b9d451c8&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/268854417.jpg?k=6ba6d882ec0158c84ff6a2e9540c87ecb8c233bb89e32c937ef35636bd8baa44&o=&hp=1']","{'Single Capsule': ['43', '45'], 'Double Capsule': ['92', '97'], 'Deluxe Double Room': ['97'], 'Family Room with Shared Bathroom': ['224', '235']}",68.5,97.0,160.5
41,yotelair-singapore-changi-airport,YOTELAIR Singapore Changi Airport Landside,4,"78 Airport Boulevard Level 4 #04-280 Jewel Changi Airport, Changi, 819666 Singapore, Singapore",7.8,8.5,8.4,8.3,9.2,7.2,"{'Premium Queen Cabin': ['S$\xa0287', 'S$\xa0337'], 'Family Room': ['S$\xa0368', 'S$\xa0432']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/358433550.jpg?k=a3b11bbd2da36fa8ff1554ba79e10c63ff28bd7964c055217b8768cf6db6d67c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/358433567.jpg?k=26c6393a9d44739ab7fc0be9a02adb0a8cb44cd87e2cd95ae7fb590c06977d5e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/358433563.jpg?k=838a44c58f1c12399e05c9b535ef934869f6ab2a905d4e61a36b372745f47bfa&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/358433564.jpg?k=c46d1dba365abc5346cd7ce6c9a5145bf266d1a1e9c8421849a89767a2f36866&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/358433623.jpg?k=48cec99ad6ce3091c43ab313471d409bd5f16ef677e73d31ac42e23ea0a2af63&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/358433600.jpg?k=15034275338c67e97d40426de45c8412dae5d2e920a2fc1d503fde8ea81e0712&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/358433612.jpg?k=7baadcb4e3959b69252a53bf9907b8e8d094f83dddf233909ba816f219ef9be1&o=&hp=1']","{'Premium Queen Cabin': ['287', '337'], 'Family Room': ['368', '432']}",324.5,352.5,384.0
42,peninsula-excelsior,Peninsula Excelsior Hotel,4,"5 Coleman Street, City Hall, 179805 Singapore, Singapore",7.7,9.1,8.1,7.7,7.4,7.3,"{'Deluxe Double or Twin Room': ['S$\xa0294', 'S$\xa0240', 'S$\xa0267', 'S$\xa0322'], 'Premier Double or Twin Room': ['S$\xa0295', 'S$\xa0328', 'S$\xa0383'], 'Club Double or Twin Room': ['S$\xa0416', 'S$\xa0463'], 'Suite': ['S$\xa0791', 'S$\xa0879']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/19634456.jpg?k=f6364b9b04bffa96078d6aa64a7d4f93bb29342c0d961b7a2d8c8fa157bb9973&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/117747432.jpg?k=d5435675750837bb7cb51f9ed319cea84d9d662f53ecfdc0779c08507ec199ca&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/127698707.jpg?k=20dc7fdffb66ce15a5e1e24ab005d78bd5f98c63c35026ff1c2a73257e882148&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/19634453.jpg?k=67a30f9b13655b1b0e50202d3707f6d360af78094fe1164dcc400bcb01f0f511&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/118366301.jpg?k=72346c9c244a6c305c09207759d57efaf53ba8fe436c17eee9ab70cc6f048f8b&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/117747499.jpg?k=dfac69d5663d825624ecf31de5b17a2cff994be17b5bcbfdbd955bce9ddd251f&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/152019238.jpg?k=62d600a1f3479bc9e6cb53f519fe3d9531c50566a20db4a2fae58ccc0eb94d36&o=&hp=1']","{'Deluxe Double or Twin Room': ['294', '240', '267', '322'], 'Premier Double or Twin Room': ['295', '328', '383'], 'Club Double or Twin Room': ['416', '463'], 'Suite': ['791', '879']}",294.5,328.0,439.5
43,oasia-singapore,"Oasia Hotel Novena, Singapore by Far East Hospitality",4,"8 Sinaran Drive (Novena) , Novena, 307470 Singapore, Singapore",8.4,8.9,8.7,8.3,8.2,7.7,"{'Superior Double or Twin Room': ['S$\xa0235', 'S$\xa0294'], 'Club Double Room': ['S$\xa0301', 'S$\xa0377', 'S$\xa0330', 'S$\xa0412'], 'Deluxe Double or Twin Room': ['S$\xa0254', 'S$\xa0318']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/234141148.jpg?k=1858f58c42b50d95ba34c007935845c3b228ad567226da88a1395c8f06ddf4ca&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/106058692.jpg?k=170817cba58ea6abdb57477ffd4ee92e529342c0efb22cb62366eb09a5d611a0&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/274236013.jpg?k=4be2662264a53cd0dbd9527afd715c581962f38bceebf245af21c5d45ac71eaf&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/230928118.jpg?k=2fe317045e77bf768a2aca9605947ac0e77fba4cd3f2efd60827f52400d15079&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/231130127.jpg?k=f9d38ceaf184f67ca173c43d6dc917a44d1c62120c5c7c0337a483042186a0f4&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/106058691.jpg?k=ec09b30ea7809a9d803e0d98a3edbffcf734d00e7b55f81512aaa48a6664552f&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/104111845.jpg?k=42943c2bf998a3117aef15d108e11a473be4300913252be15948f7305802d63d&o=&hp=1']","{'Superior Double or Twin Room': ['235', '294'], 'Club Double Room': ['301', '377', '330', '412'], 'Deluxe Double or Twin Room': ['254', '318']}",284.0,309.5,341.75
