,hotel_id,hotel_name,hotel_stars,address,cat_location,cat_cleaniness,cat_staff,cat_comfort,cat_value_for_money,cat_facilities,room_types,image_links,roomtypes_clean,25percentile,50percentile,75percentile
199,capella-singapore,Capella Singapore,5,"1 The Knolls Sentosa Island, Sentosa Island, 098297 Singapore, Singapore",9.1,9.3,9.3,9.4,9.2,7.9,"{'One-Bedroom Villa with Private Pool': ['S$\xa02,110', 'S$\xa02,222'], 'Sentosa Suite': ['S$\xa02,110'], 'Capella Suite': ['S$\xa02,444'], 'One Bedroom Palawan Villa': ['S$\xa02,444', 'S$\xa02,555'], 'Two-Bedroom Villa': ['S$\xa06,109']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/317286505.jpg?k=47412fb2cc7835f875f3458442cd54bc6a60d70e9a4b022addb24bd8f702179b&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/317283431.jpg?k=719e0565b5a4f1bb2d209c6cd910034250a8970957d570eb33efa0aa0202e62e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/174166681.jpg?k=c5d1ad36fae565ce502f8321a3b2fe292c7e7a506a4a6f56436205efd487a783&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/174166531.jpg?k=16f3c27a314d96d43f9a8fba812bf726f229a9dbed5679d62f822c4244bbc19f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/174167618.jpg?k=c8c8e582c0464d1c1a7a4de0aa3eec8251439152e9dcab07824db8ed4413959e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/292955560.jpg?k=b1da39a9b8d4e54a1fe6ec46afa66cf70aa4b607f8ccf175704431a713617ead&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/289201416.jpg?k=7701427827912b02c49461dbe41e3ea7cfdb2a82695fd03e3fba09e3101d8d51&o=&hp=1']","{'One-Bedroom Villa with Private Pool': ['2,110', '2,222'], 'Sentosa Suite': ['2,110'], 'Capella Suite': ['2,444'], 'One Bedroom Palawan Villa': ['2,444', '2,555'], 'Two-Bedroom Villa': ['6,109']}",2166.0,2444.0,2499.5
200,k-space-inn-owen,K Space Inn Owen,0,"95 Owen Road, 218907 Singapore, Singapore",5.1,6.6,5.0,5.1,6.9,5.5,"{'Single Bed in Mixed Dormitory Room': ['S$\xa042', 'S$\xa051']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/282570828.jpg?k=11742b4b40931fbd8593e0ac0015772dde6bb9522c0eb17aa5d1465ca33ea941&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/283421350.jpg?k=03ae0b305571e00c110fb5df45354bb3f7de12bda6028fffb5ed328b55909f4c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/283421481.jpg?k=5f5a159b2761594880e7703ccde856ba2470a4c56652d76e58340ff1d194de75&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/283421142.jpg?k=09390750c1536e0630346472b07d2ee811753ddf7a567b0adb0c18bd52c03911&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/282567359.jpg?k=c10688e0b38bf18508c407b5090ee137835075c514064ea73ff4b4e725fae259&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/283421423.jpg?k=a9126dc019266fa648f1a6b68d242a2107012ad1dc3f7db58351b8ba5fd21836&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/283421406.jpg?k=56a8922a34c887f4e56126af6c86876df14f63ceb922fbe68d38b040c7ef91c7&o=&hp=1']","{'Single Bed in Mixed Dormitory Room': ['42', '51']}",44.25,46.5,48.75
201,sunflower,Ibis Budget Singapore Ametrine,2,"No. 10, Lorong 10 Geylang, 399043 Singapore, Singapore",7.4,7.8,7.6,7.8,7.1,7.5,"{'Superior Double Room': ['S$\xa0112', 'S$\xa0131'], 'Superior Twin Room': ['S$\xa0112', 'S$\xa0131']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/289979870.jpg?k=cd1c5124974f0b74c0c69a32e0f90d5c2bedabd70204074b7e41a4a59f48ac0b&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/289979634.jpg?k=5123d14367f86d75eaf9431bcb313d3777a44128669e4fdf31afb0d3aadf9235&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/289979769.jpg?k=25edb1ce934ec8905e3279f5ac9bf9938fd730484c61d7da9c447f4b8723d5d9&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/289979873.jpg?k=6a8b5140673f947a237cb98c2d1f6b139e916c984747f2bdaa2bb82e94dea9ec&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/289980469.jpg?k=22298ec16c840133cea442601b09fd3ea71b067e54f45abef1c32ef7ba40c976&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/289980286.jpg?k=683af55711040229f2da819b456190559b30dfcfc66ece5bb8fda1872e35cea8&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/289979770.jpg?k=30a5ab92d065d6b1784d23740783823a955621e8d68286f0f6d078cff9fc4664&o=&hp=1']","{'Superior Double Room': ['112', '131'], 'Superior Twin Room': ['112', '131']}",112.0,121.5,131.0
202,nostalgia,Nostalgia Hotel,4,"77 Tiong Bahru Road, Tiong Bahru, 168727 Singapore, Singapore",7.8,8.6,8.4,8.0,8.7,7.7,"{'Superior Double or Twin Room': ['S$\xa0180', 'S$\xa0240'], 'Deluxe Double Room': ['S$\xa0197', 'S$\xa0262'], 'Exclusive Double Room': ['S$\xa0221', 'S$\xa0295']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/321855183.jpg?k=a339a975d02c3929d8faed0dfd074b89ba5fd6e00516be78abb3f39249e11f04&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/6582453.jpg?k=2d0ffb2a48cf21daaab0493c48520f6eba18b0b331d9a6aeacb5046a6e3a0462&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/324226329.jpg?k=854e4fbfcb049f87897dcb495a2297728c3ac68519d0e4691ef57f4e0339f631&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/324226323.jpg?k=3c089533b6c1a0fb6b1b840e0d235b64ee2e1ec66b7161f85bdf5079f14e39d4&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/20127864.jpg?k=6be6e63c1fe6b9b432c03ad872368023ca99962bd53e780a7f40ed81d8ee5ece&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/1902586.jpg?k=739b0c63ddde2557f9d390bcb30b4284772b99fe3d1c7f2619f5aa70d3855c80&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/322532366.jpg?k=e428238e2006eb0c33ceaf426e7b581460853afccb3d1246b6522ebbead98300&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/324229832.jpg?k=80dbc92dedb120349eea190898a122f4615ea103ccde9ec7f8ea158a86febcab&o=&hp=1']","{'Superior Double or Twin Room': ['180', '240'], 'Deluxe Double Room': ['197', '262'], 'Exclusive Double Room': ['221', '295']}",203.0,230.5,256.5
203,relc-international,RELC International Hotel,4,"30 Orange Grove Road, Orchard, 258352 Singapore, Singapore",8.0,7.4,7.8,8.0,7.4,7.5,"{'Superior Twin Room': ['S$\xa0233', 'S$\xa0255', 'S$\xa0300', 'S$\xa0322'], 'Deluxe Twin Room': ['S$\xa0255', 'S$\xa0278', 'S$\xa0322', 'S$\xa0344'], 'Superior Triple Room': ['S$\xa0300', 'S$\xa0333', 'S$\xa0367', 'S$\xa0400'], 'Executive King Room': ['S$\xa0333', 'S$\xa0355', 'S$\xa0400', 'S$\xa0422'], 'Deluxe Quadruple Room with Two Queen Beds': ['S$\xa0389', 'S$\xa0433'], 'Executive Quadruple Room with Two Queen Beds': ['S$\xa0411', 'S$\xa0455', 'S$\xa0478', 'S$\xa0522'], 'One-Bedroom Apartment': ['S$\xa0444']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/202846766.jpg?k=b4e5bb1d8f83eb43e2b98ba4141a33af55588908f88d32fcd5eed5bfda7313af&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/263317823.jpg?k=735d630bb49345c17772b90c3926350249269bed74a5a9d9d7fc275262f77d6b&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/179806064.jpg?k=f6842a3ffd5e2289b1e1ceb12dbdec045127f6ec77496dc384b427c9828bbf46&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/179806152.jpg?k=735417ebf13632d51a80e01a2b6582c088e8e542bcbacacb5de66598fb08222a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/263317863.jpg?k=91dae79845f9e086da46224a3901f62ca8562fc490efb7dd24186bf7728cbc29&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/263318027.jpg?k=3071e84fafa15947035d16f2738c62c4c27f1a925e60aa1c1f4285736a9adeed&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/210920520.jpg?k=2d8b93aae4dffb0a02d5fc712874fefeaa7a2ca7cdaa4fc0a15a1b861c3a42d9&o=&hp=1']","{'Superior Twin Room': ['233', '255', '300', '322'], 'Deluxe Twin Room': ['255', '278', '322', '344'], 'Superior Triple Room': ['300', '333', '367', '400'], 'Executive King Room': ['333', '355', '400', '422'], 'Deluxe Quadruple Room with Two Queen Beds': ['389', '433'], 'Executive Quadruple Room with Two Queen Beds': ['411', '455', '478', '522'], 'One-Bedroom Apartment': ['444']}",311.0,355.0,416.5
204,k-14,K Hotel 14,3,"14 Lorong 10 Geylang, 399047 Singapore, Singapore",5.0,6.4,5.2,5.2,6.6,5.5,"{'Single Room': ['S$\xa067', 'S$\xa082'], 'Double Room': ['S$\xa081', 'S$\xa099'], 'Standard King Room': ['S$\xa090', 'S$\xa0110']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/345709081.jpg?k=87e507cfb8369c7c6731aec9045b7f7b090e2383ed99d373bdb4c53d750434f1&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/181375636.jpg?k=2f5bfcd6bc5619c9cf1e0aaf44f0685c6c9789d5751d5e88d499a675e64d4c0f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/181375682.jpg?k=8fc8f9e1e5e62f8d8584cc463480ecf15258632ba9388e7a5d1160d26b52751c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/383593274.jpg?k=1e468ecb04254b8394c688830b0cefe01b477764ae9525662a2298361e595ed5&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/176475815.jpg?k=8c694d10a2d3909ccfa592d272c9515da1891bcdfa7126de52302c384f8bd0c3&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/181375696.jpg?k=280842509b632a0b948e8846e2d5f2ebff94f4aa4135d258e842d61801edc5a1&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/189804855.jpg?k=32a46a5b7b05e4aaf25f9d9fe8743406a65aa4286bf850e1de86dd57b67a89ec&o=&hp=1']","{'Single Room': ['67', '82'], 'Double Room': ['81', '99'], 'Standard King Room': ['90', '110']}",81.25,86.0,96.75
205,jayleen-clarke-quay,Jayleen Clarke Quay Hotel,3,"25 New Bridge Road, Boat Quay, 059390 Singapore, Singapore",8.4,7.9,6.5,6.1,6.1,6.5,"{'Standard Queen Room': ['S$\xa0131', 'S$\xa0139', 'S$\xa0145', 'S$\xa0155'], 'Deluxe Quadruple Room': ['S$\xa0147', 'S$\xa0164', 'S$\xa0164', 'S$\xa0182'], 'Deluxe Queen Room': ['S$\xa0147', 'S$\xa0155', 'S$\xa0155', 'S$\xa0164', 'S$\xa0173']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/59962478.jpg?k=bc45a8341c9c53bef9f795e4da98d4ca4fc65e07d8e4de44a6cde6c69c6a8e11&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/254516272.jpg?k=4c4315217389f2253a0880c386b1e256cc968269f88d784d110966cf9bca810a&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/254516223.jpg?k=7128785398550181996a7c910ab42bc02ec194c3fe7bcfdc9f4918ef2a6b65b4&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/221799672.jpg?k=bad83cae6994acbd7110b9b17233e65ae0328d6a2eda2e1b295f71ff4efd02c9&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/221799724.jpg?k=e429659203f3a9714678a8b37941a16c40bbfb24a8f16eef513e91a82d31c220&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/262888217.jpg?k=25b160ef667a17def42822262502c3ab25a191a4e1a2fdaa6800912259464657&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/221799730.jpg?k=5a0e1d299df9c7d757dedc4844d54bafaabca00c4422a5d1199ff596fb4589c2&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/221799676.jpg?k=629f9a315a10b0d429d4d7fca470d55a1a4da2f4b0634a89bd70cdbb7c7ac74d&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/221799679.jpg?k=3ebece137e455945889a08fdfbd02975754c327f1f4b265c8a3f9d5892e60a6f&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/217649531.jpg?k=9c4f57af3cbe146e9fbcaed3ad6b8d3048c11170430c5b7ff419c28daa72280c&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/151642697.jpg?k=65c33ec53f3506cb5f96a80e2de142d0331ec3e4913dc20aa5aae9e9599b5b77&o=&hp=1']","{'Standard Queen Room': ['131', '139', '145', '155'], 'Deluxe Quadruple Room': ['147', '164', '164', '182'], 'Deluxe Queen Room': ['147', '155', '155', '164', '173']}",147.0,155.0,164.0
206,fragrance-viva,Fragrance Hotel - Viva,2,"75 Wishart Road, 098721 Singapore, Singapore",7.0,8.5,7.5,7.4,7.7,7.0,"{'Standard Double Room': ['S$\xa0135', 'S$\xa0150'], 'Superior Double Room': ['S$\xa0140', 'S$\xa0156']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/96384758.jpg?k=3129f5f2b40b63749746a34574ee51a27f8464473a2b5f46a41d70e1d11e9f7f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/96384756.jpg?k=1d8fecb53438741a48181eb7e1c068e118729361a512edc708ee164f5ed49238&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/96385286.jpg?k=05cf2885d0d684f04c010305862d192ba352fc03faad629f20e55712f2125df9&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/96385281.jpg?k=52a59e1214a78080b185ecf5109b0939be1c8b40b0caf327fde1f381e8528691&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/96385284.jpg?k=cc6e19d754803739d7e28657cb74346bc2c0eb02af59450503e399e5992b77c1&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/263218895.jpg?k=0d3b79fdd0ef8f0bfa29de1782a69b06fbf1b807b1aade276ddcfa8a4954619d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/283379129.jpg?k=a582a9d6967ba948e67a6ba9ef61482d6173fe8242424265355444f05842ae41&o=&hp=1']","{'Standard Double Room': ['135', '150'], 'Superior Double Room': ['140', '156']}",138.75,145.0,151.5
207,the-capitol-kempinski-singapore-singapore123,The Capitol Kempinski Hotel Singapore,5,"15 Stamford Road , City Hall, 178906 Singapore, Singapore",8.8,9.4,9.4,9.4,9.5,8.3,"{'Terrace Room King Bed': ['S$\xa0885', 'S$\xa0771', 'S$\xa0855', 'S$\xa0915'], 'Grand Deluxe Room Twin Bed': ['S$\xa0944', 'S$\xa0824', 'S$\xa0915', 'S$\xa0974', 'S$\xa0931', 'S$\xa01,034', 'S$\xa01,123'], 'Grand Deluxe Room King Bed': ['S$\xa0944', 'S$\xa0824', 'S$\xa0915', 'S$\xa0974', 'S$\xa0931', 'S$\xa01,034', 'S$\xa01,123'], 'Deluxe Room King Bed': ['S$\xa0664', 'S$\xa0737', 'S$\xa0796'], 'Deluxe Room Twin Bed': ['S$\xa0664', 'S$\xa0737', 'S$\xa0796'], 'Heritage Room King Bed': ['S$\xa0718', 'S$\xa0796', 'S$\xa0855'], 'Heritage Room Twin Bed': ['S$\xa0718', 'S$\xa0796', 'S$\xa0855'], 'Executive Suite': ['S$\xa0880', 'S$\xa01,034'], 'Stamford Suite': ['S$\xa01,082', 'S$\xa01,271', 'S$\xa01,183', 'S$\xa01,390']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/169447648.jpg?k=e378ee38fdd814a4426e8c1e20abdcfefb9e6f06d53f498c225e70a1793377cd&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/176298243.jpg?k=ca3f37045aadb2728c8abf028f6ddeea386bbb50beae4010b8176458ff457fef&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/161557255.jpg?k=4e905ab629e9b6fb553e9ac2bf27f0c5d6d87f3753bd6aa793bb7a4b7bf126c4&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/161557317.jpg?k=f23df292d9769df758f91e8425b96d03236daef6a0b53e8ca4ef3c677660ee66&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/176298433.jpg?k=bb9397efd7e984a292155ad41d674ebed70477e6eaa94c993e3604384bcba9bf&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/220988444.jpg?k=0adef9723bc1f1b037eba87a48a23a722340eb929dfb4f6c414b5e87c2e0001f&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/161557425.jpg?k=b7c7fa38a2f6fa00e8f26b27a022609699a0fb2424c85f2a13c9d36c6adee5d1&o=&hp=1']","{'Terrace Room King Bed': ['885', '771', '855', '915'], 'Grand Deluxe Room Twin Bed': ['944', '824', '915', '974', '931', '1,034', '1,123'], 'Grand Deluxe Room King Bed': ['944', '824', '915', '974', '931', '1,034', '1,123'], 'Deluxe Room King Bed': ['664', '737', '796'], 'Deluxe Room Twin Bed': ['664', '737', '796'], 'Heritage Room King Bed': ['718', '796', '855'], 'Heritage Room Twin Bed': ['718', '796', '855'], 'Executive Suite': ['880', '1,034'], 'Stamford Suite': ['1,082', '1,271', '1,183', '1,390']}",796.0,900.0,989.0
208,sleepy-kiwi,CUBE Boutique Capsule Hotel at Kampong Glam,2,"55 Bussorah Street, Kampong Glam, 338800 Singapore, Singapore",9.2,8.8,8.2,8.1,8.0,8.1,"{'Single Capsule in Mixed Dormitory Room': ['S$\xa078', 'S$\xa0124'], 'Single Capsule in Mixed Dormitory Room (Lower Bunk)': ['S$\xa086', 'S$\xa0137'], 'Single Capsule in Female Dormitory Room': ['S$\xa086', 'S$\xa0137'], 'Single Capsule in Female Dormitory Room (Lower Bunk)': ['S$\xa090', 'S$\xa0143'], 'Queen Capsule in Mixed Dormitory Room': ['S$\xa0122', 'S$\xa0193'], 'Queen Capsule in Mixed Dormitory Room (Lower Bunk)': ['S$\xa0129', 'S$\xa0204'], 'Two Capsules in Mixed Dormitory Room ': ['S$\xa0139', 'S$\xa0221'], 'Female Dormitory Room': ['S$\xa0142', 'S$\xa0226'], 'Private Room with 2 Queen Capsules': ['S$\xa0232', 'S$\xa0369'], 'Private Room with 4 Single Capsules': ['S$\xa0245', 'S$\xa0389'], 'Private Room with 2 Queen + 2 Single Capsules': ['S$\xa0344', 'S$\xa0547'], 'Private Room with 4 Queen Capsules': ['S$\xa0440', 'S$\xa0698']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/259199567.jpg?k=63d2d7cc8a1dfddcb321b0bd8d2736878808d4e3c2f508fa3f0f60548018ab45&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/218233420.jpg?k=f2c7a1327d7d9a6c14524350d559e117343b6f83c2b21c2377c1c6e2a19cf0f3&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/218231343.jpg?k=7f7830333fc3dfbc2db8b1dfc90aa6097bec8224673179e7f78c91dc883b192e&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/218231354.jpg?k=595609d768c3190645c00ac3dcf26948c0d5b08524bbb5e5905751d01048d068&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/218231316.jpg?k=5ec1a0e6f3db0cc26e0a57d4aaecfeb08a17e76593f6a177bc3d7e64e55cd4b0&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/218231329.jpg?k=80d6baf807cbcd03143273fcafceea889f9e1c79e4108bcacdaecec474805c0b&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/218231359.jpg?k=af8a8d2be477c3be0718a8a6418ff3fd8882d3e2683ad284db9c58a2ae64cce5&o=&hp=1']","{'Single Capsule in Mixed Dormitory Room': ['78', '124'], 'Single Capsule in Mixed Dormitory Room (Lower Bunk)': ['86', '137'], 'Single Capsule in Female Dormitory Room': ['86', '137'], 'Single Capsule in Female Dormitory Room (Lower Bunk)': ['90', '143'], 'Queen Capsule in Mixed Dormitory Room': ['122', '193'], 'Queen Capsule in Mixed Dormitory Room (Lower Bunk)': ['129', '204'], 'Two Capsules in Mixed Dormitory Room ': ['139', '221'], 'Female Dormitory Room': ['142', '226'], 'Private Room with 2 Queen Capsules': ['232', '369'], 'Private Room with 4 Single Capsules': ['245', '389'], 'Private Room with 2 Queen + 2 Single Capsules': ['344', '547'], 'Private Room with 4 Queen Capsules': ['440', '698']}",127.75,168.0,269.75
209,m-social-singapore,M Social Singapore,4,"90 Robertson Quay Singapore, Robertson Quay, 238259 Singapore, Singapore",8.3,8.2,8.1,8.2,7.8,7.5,"{'Alcove Cosy Twin': ['S$\xa0280', 'S$\xa0298', 'S$\xa0318', 'S$\xa0341', 'S$\xa0365'], 'Alcove Cosy Queen': ['S$\xa0280', 'S$\xa0298', 'S$\xa0318', 'S$\xa0341', 'S$\xa0365'], 'Alcove Terrace Room': ['S$\xa0314', 'S$\xa0332', 'S$\xa0360', 'S$\xa0384', 'S$\xa0407'], 'Loft Gallery': ['S$\xa0339', 'S$\xa0357', 'S$\xa0390', 'S$\xa0413', 'S$\xa0437'], ' Loft Premier': ['S$\xa0359', 'S$\xa0377', 'S$\xa0413', 'S$\xa0437', 'S$\xa0460'], 'Loft Terrace Room': ['S$\xa0441', 'S$\xa0459', 'S$\xa0513', 'S$\xa0537', 'S$\xa0560']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/347780347.jpg?k=1e031c26b8563e2eb1ee1c46b90aa480e534be280fea2322a34b0f5ac0295459&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/162904721.jpg?k=7dab988d8f2b7ecc17ea16b1d8078c523d1a739210c1b70323fe0ea5c4fdb205&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/70449650.jpg?k=5849b652ffe1568b533231392ae6d3a209933e4180a6b4ffe19d9cd6a048a979&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/64052978.jpg?k=3e2b4763a473e06b9804ee3be5bf3015a441bac76506556ac48a1505bad285f8&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/216148804.jpg?k=351d62d1c3e1f83de267144ba4c9e7d2d8cec8a65fa3bbbe5fe6e6103c16e9c3&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/166549232.jpg?k=d9f419b9301453ba7a1ef5a00a08e6d664fe01b649d59cffcf9ae3807c01cd7b&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/162906871.jpg?k=f9d727dba796d5641714cf69506695dde1878748f4af84aa2c797b44e442580d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/162906870.jpg?k=e9bfc9209f18452f3e051a78fa584b94e0cad7fe32eb8771106328b863c2f484&o=&hp=1']","{'Alcove Cosy Twin': ['280', '298', '318', '341', '365'], 'Alcove Cosy Queen': ['280', '298', '318', '341', '365'], 'Alcove Terrace Room': ['314', '332', '360', '384', '407'], 'Loft Gallery': ['339', '357', '390', '413', '437'], ' Loft Premier': ['359', '377', '413', '437', '460'], 'Loft Terrace Room': ['441', '459', '513', '537', '560']}",333.75,365.0,431.0
210,nuve-stellar,Hotel NuVe Stellar,4,"230 Jalan Besar, Lavender, 208906 Singapore, Singapore",7.2,8.5,7.5,7.6,8.0,7.0,"{'Superior Queen Room': ['S$\xa0205', 'S$\xa0257'], 'Deluxe Twin Room': ['S$\xa0205', 'S$\xa0257'], 'Deluxe King Room': ['S$\xa0222', 'S$\xa0278'], 'Premier King Room': ['S$\xa0240', 'S$\xa0299'], 'Premier King Room with Bath Tub': ['S$\xa0274', 'S$\xa0342'], 'Stellar Room': ['S$\xa0316', 'S$\xa0396'], 'Connecting Room': ['S$\xa0445', 'S$\xa0556']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/325241466.jpg?k=f6519c1cc2b72640fa1e5a5d33b870afcfa210fb133c8418cf50e02035b206bc&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/325241467.jpg?k=9fe673dcc20f0437a957618ea8d820f7caab9a45f8f917332a2ce11df90efa71&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/325241464.jpg?k=3775798c629048ffb6a9da17190b82d8527576dfe2d02094eedac3adb83e9a40&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/325241465.jpg?k=31745829c706c2acd020d9ad946ef7175dc38f14c18a43b5c0ad293ad4c2fd0d&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/318435043.jpg?k=852b66d4b46be649b7ae35ba5612cf06877cddab8d2bf8c80e233047bb2892e1&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/324509172.jpg?k=57f8182c864cb702ae50f548fd4ae7fa3ffca86c7f74d1bd074ded970922ffa8&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/324509177.jpg?k=7c88910a915334ba76ab26e0dfb4b3cabe79faf91015dbca390de1d129838841&o=&hp=1']","{'Superior Queen Room': ['205', '257'], 'Deluxe Twin Room': ['205', '257'], 'Deluxe King Room': ['222', '278'], 'Premier King Room': ['240', '299'], 'Premier King Room with Bath Tub': ['274', '342'], 'Stellar Room': ['316', '396'], 'Connecting Room': ['445', '556']}",244.25,276.0,335.5
